OrderID,CustomerID,ProductID,OrderDate,Quantity,TotalPrice
215,909,64,2022-10-19,2,397.34
216,89,469,2023-08-18,8,3296.08
217,688,135,2023-09-20,8,12166.56
218,530,308,2022-11-10,5,6307.6
219,371,19,2023-09-17,7,4484.83
220,972,381,2021-04-19,6,480.12
221,936,86,2020-07-07,9,10445.4
222,913,174,2023-05-11,4,2786.2
223,399,38,2022-05-12,1,1263.71
224,106,141,2020-03-05,4,2157.8
225,271,474,2021-02-12,5,1326.6999999999998
226,975,300,2021-05-13,3,5450.61
227,831,406,2021-04-09,4,5769.6
228,503,199,2021-08-05,7,1095.78
229,679,500,2021-03-07,1,1724.59
230,525,35,2020-04-16,1,489.49
231,849,131,2020-02-04,3,412.74
232,32,227,2023-05-12,5,5558.85
233,393,367,2021-05-12,7,4050.48
234,40,144,2022-09-25,5,6652.150000000001
235,660,429,2022-04-25,1,1252.73
236,218,144,2023-07-11,3,3991.29
237,731,194,2022-02-28,6,1796.04
238,981,358,2023-12-10,1,1314.58
239,82,337,2022-12-05,6,5022.12
240,845,166,2021-01-31,4,7161.96
241,720,24,2020-10-15,7,10552.64
242,201,470,2022-01-26,7,9416.61
243,447,434,2023-07-04,3,2321.0099999999998
244,844,215,2021-08-26,4,5758.44
245,428,364,2020-03-07,3,4283.79
246,38,467,2023-01-08,3,1088.6999999999998
247,211,313,2023-12-28,8,12626.64
248,444,236,2020-05-05,4,2513.16
249,327,123,2021-02-19,1,106.88
250,761,56,2021-05-06,2,2560.6
251,227,86,2022-10-30,6,6963.599999999999
252,48,465,2021-01-19,9,5017.14
253,18,322,2020-09-19,1,1359.38
254,912,78,2023-10-21,6,10289.28
255,439,92,2022-08-15,1,1963.3
256,807,333,2020-03-08,5,5307.35
257,708,248,2020-05-11,5,9229.7
258,187,102,2023-09-30,8,7839.68
259,345,337,2021-05-31,2,1674.04
260,224,73,2020-11-06,4,1831.64
261,830,318,2021-03-16,9,1443.06
262,488,232,2022-10-03,6,11440.98
263,909,14,2022-05-16,4,7208.76
264,877,194,2023-01-03,4,1197.36
265,849,234,2023-01-04,4,2269.56
266,229,188,2020-09-03,8,2764.88
267,390,277,2021-07-04,5,8217.0
268,979,419,2020-03-20,5,6165.650000000001
269,589,30,2020-12-26,4,7932.36
270,188,465,2022-07-27,5,2787.3
271,858,423,2021-06-05,9,15165.539999999999
272,270,25,2022-06-09,5,4869.65
273,607,428,2020-12-03,3,1321.65
274,310,187,2020-01-29,8,10612.56
275,132,231,2023-07-03,7,8318.519999999999
276,551,355,2022-02-05,4,918.12
277,72,134,2020-06-02,5,4076.45
278,793,131,2021-06-25,1,137.58
279,845,420,2021-09-12,5,6810.5
280,672,112,2022-07-22,8,541.04
281,187,367,2021-05-09,5,2893.2
282,486,129,2020-01-19,9,16587.809999999998
283,191,418,2020-01-28,6,8872.98
284,422,65,2021-05-11,1,585.67
285,120,26,2023-10-08,8,1302.4
286,220,18,2022-12-20,5,4130.55
287,53,420,2020-02-07,6,8172.599999999999
288,734,134,2023-10-10,2,1630.58
289,451,203,2020-10-14,8,5141.52
290,412,254,2021-12-18,7,3015.04
291,643,428,2020-10-23,1,440.55
292,237,40,2020-07-31,4,4710.72
293,758,30,2021-12-16,2,3966.18
294,738,78,2021-02-02,9,15433.920000000002
295,720,330,2021-12-28,8,7139.52
296,406,249,2022-04-10,2,2808.92
297,608,287,2022-10-21,2,1646.56
298,422,442,2021-03-02,8,12683.2
299,712,439,2021-02-01,9,6916.32
300,247,164,2020-05-09,5,8967.4
301,72,335,2022-10-28,7,13599.74
302,830,414,2020-01-11,1,578.07
303,185,48,2020-01-20,1,1839.1
304,6,78,2023-08-31,2,3429.76
305,206,111,2020-01-17,3,220.79999999999998
306,544,343,2020-09-01,1,565.34
307,611,273,2022-04-21,7,13594.0
308,906,283,2022-02-27,7,12125.050000000001
309,387,364,2020-07-13,1,1427.93
310,768,254,2023-03-01,5,2153.6000000000004
311,699,447,2020-08-03,7,6186.740000000001
312,76,126,2021-11-24,1,281.08
313,177,461,2020-08-16,5,1277.6000000000001
314,827,398,2021-10-28,2,1108.98
315,799,410,2021-09-15,3,4471.53
316,349,171,2022-01-04,6,2694.7799999999997
317,255,203,2020-09-09,6,3856.1400000000003
318,837,486,2021-12-14,7,13355.93
319,702,129,2023-09-09,2,3686.18
320,308,280,2022-08-29,5,753.75
321,345,404,2020-03-19,8,10347.92
322,127,456,2021-04-18,2,1274.08
323,937,8,2021-11-04,4,210.56
324,287,286,2022-06-15,6,6766.68
325,766,382,2022-12-18,7,8306.970000000001
326,725,18,2023-12-30,7,5782.77
327,762,333,2023-08-17,9,9553.23
328,596,122,2023-07-21,2,1771.94
329,487,494,2023-07-02,2,2258.14
330,383,126,2023-08-22,8,2248.64
331,406,367,2023-08-06,3,1735.92
332,388,228,2020-02-23,7,10032.26
333,525,83,2023-04-20,8,15919.2
334,557,397,2020-11-03,5,4481.7
335,639,489,2023-12-08,2,2071.98
336,938,432,2022-06-18,6,6400.98
337,626,188,2022-12-12,8,2764.88
338,945,154,2023-03-21,2,3480.4
339,276,124,2023-08-22,3,2963.2200000000003
340,500,393,2023-12-23,1,895.49
341,717,354,2020-03-30,9,5667.4800000000005
342,337,309,2023-11-15,6,4208.4
343,950,95,2022-12-04,1,1820.4
344,932,122,2022-01-18,5,4429.85
345,481,362,2022-10-06,4,2156.96
346,897,71,2022-10-07,7,2612.47
347,911,393,2022-11-23,9,8059.41
348,973,104,2020-05-18,6,3193.8599999999997
349,273,154,2020-02-18,4,6960.8
350,920,244,2021-02-27,6,9981.84
351,58,371,2022-08-04,2,513.04
352,328,161,2023-09-12,8,12236.88
353,731,161,2023-01-27,1,1529.61
354,109,377,2020-04-28,9,10762.11
355,279,180,2020-08-19,1,1038.49
356,686,168,2021-10-29,2,3143.42
357,328,388,2022-11-27,4,1670.6
358,776,412,2022-05-22,5,2671.65
359,315,54,2022-03-27,2,674.48
360,474,452,2023-02-26,3,4974.75
361,111,239,2021-10-15,1,249.91
362,699,354,2023-02-08,4,2518.88
363,781,49,2021-09-19,4,2465.92
364,935,360,2020-01-22,8,635.76
365,229,368,2022-04-04,9,10939.050000000001
366,497,134,2020-12-06,9,7337.61
367,156,289,2022-03-19,4,6949.32
368,473,133,2022-07-21,9,6973.74
369,701,467,2022-04-29,4,1451.6
370,272,146,2020-07-19,9,3812.4900000000002
371,887,131,2022-10-25,2,275.16
372,2,354,2022-12-24,1,629.72
373,758,122,2022-06-29,2,1771.94
374,722,2,2020-03-30,8,673.84
375,511,65,2023-08-01,9,5271.03
376,913,291,2020-06-17,9,5886.81
377,286,435,2021-12-25,5,9227.45
378,871,324,2023-05-12,2,876.06
379,13,35,2022-11-24,2,978.98
380,608,328,2023-06-03,4,2367.24
381,498,428,2021-06-28,2,881.1
382,733,285,2020-10-24,4,6440.04
383,238,420,2020-12-08,6,8172.599999999999
384,94,334,2023-01-30,5,1998.8
385,338,298,2023-11-02,3,3494.7000000000003
386,781,113,2021-12-31,2,1492.42
387,171,94,2022-01-31,1,1595.56
388,981,114,2022-06-13,7,12992.56
389,606,7,2020-06-06,9,6974.01
390,661,397,2023-10-03,8,7170.72
391,624,22,2023-01-02,3,1592.6399999999999
392,567,57,2020-10-07,8,7383.68
393,849,173,2023-07-17,1,412.97
394,936,182,2023-09-06,9,14680.89
395,467,2,2023-12-08,1,84.23
396,628,456,2021-06-08,6,3822.24
397,143,313,2020-12-10,2,3156.66
398,201,469,2021-06-07,6,2472.06
399,180,118,2020-05-31,8,5418.08
400,714,84,2020-11-21,3,4313.58
401,364,331,2021-08-07,9,17655.48
402,479,290,2021-07-03,5,1783.4
403,565,44,2022-05-04,8,6455.36
404,471,69,2023-09-11,5,4469.95
405,384,53,2022-10-19,8,1370.4
406,692,446,2020-04-18,4,5702.6
407,926,496,2022-11-24,7,2996.21
408,417,350,2020-01-28,3,3681.2699999999995
409,825,289,2023-08-14,7,12161.31
410,308,332,2021-12-24,7,1271.4099999999999
411,649,325,2023-06-19,4,3463.0
412,694,129,2023-07-25,4,7372.36
413,367,163,2020-06-27,6,4430.700000000001
414,1,251,2023-09-28,7,12112.1
415,44,25,2021-09-24,7,6817.509999999999
416,739,132,2020-07-22,9,13805.73
417,843,329,2022-07-31,6,3532.92
418,98,118,2021-09-21,9,6095.34
419,720,369,2021-02-26,4,6955.56
420,265,236,2021-01-11,3,1884.87
421,800,115,2023-03-25,2,991.84
422,783,125,2021-03-27,1,1341.75
423,140,195,2021-03-06,4,6171.28
424,481,94,2020-08-18,7,11168.92
425,237,212,2023-06-29,9,7867.17
426,974,127,2022-12-31,3,1839.9900000000002
427,953,138,2020-09-02,7,8227.730000000001
428,904,148,2020-10-30,2,497.04
429,72,296,2021-03-09,7,3768.87
430,667,451,2022-03-27,7,1223.67
431,190,75,2021-04-04,6,10170.72
432,268,15,2023-04-28,4,6308.96
433,321,372,2023-08-07,6,2111.52
434,107,156,2020-03-20,8,15227.2
435,232,364,2023-07-08,8,11423.44
436,42,35,2020-03-16,4,1957.96
437,702,7,2020-08-05,8,6199.12
438,883,182,2023-09-14,1,1631.21
439,139,481,2023-04-07,5,3699.45
440,615,170,2020-02-09,1,1020.2
441,683,497,2022-12-17,9,15522.210000000001
442,863,294,2023-07-05,5,6808.85
443,273,211,2020-06-26,1,1704.43
444,481,320,2023-01-14,1,1891.67
445,416,57,2022-06-13,5,4614.8
446,506,364,2020-04-20,5,7139.650000000001
447,733,413,2023-02-14,8,3744.72
448,725,124,2021-12-20,6,5926.4400000000005
449,853,194,2023-12-02,2,598.68
450,424,492,2021-08-25,5,1250.05
451,407,83,2020-10-15,6,11939.400000000001
452,568,201,2022-07-10,1,490.94
453,390,252,2021-04-06,1,584.44
454,342,390,2020-08-10,9,17596.440000000002
455,946,337,2021-06-11,1,837.02
456,614,2,2020-01-21,1,84.23
457,933,423,2021-01-20,5,8425.3
458,493,390,2022-08-12,1,1955.16
459,192,270,2022-06-22,7,11802.279999999999
460,499,241,2023-03-04,1,1042.34
461,822,474,2022-09-12,6,1592.04
462,712,146,2023-11-29,1,423.61
463,233,326,2023-11-26,3,4542.99
464,945,76,2021-05-27,6,11779.98
465,227,230,2020-08-06,3,4716.6900000000005
466,371,406,2022-05-09,5,7212.0
467,139,334,2022-05-19,1,399.76
468,856,269,2022-06-16,6,594.78
469,817,73,2023-07-25,8,3663.28
470,149,370,2023-07-23,2,3792.26
471,115,106,2021-12-18,8,10798.96
472,450,224,2022-07-19,4,4806.96
473,63,10,2021-06-26,7,9174.13
474,104,283,2021-11-11,4,6928.6
475,851,270,2021-03-26,1,1686.04
476,871,265,2023-07-27,5,1839.6000000000001
477,668,137,2022-11-04,9,17138.79
478,273,218,2020-06-14,4,3093.32
479,6,441,2020-07-25,4,5398.4
480,147,224,2020-09-01,4,4806.96
481,184,361,2021-01-06,8,15454.24
482,998,291,2022-10-12,2,1308.18
483,28,154,2021-12-21,6,10441.2
484,962,169,2022-06-06,3,2936.55
485,550,365,2020-04-25,6,7437.0599999999995
486,119,106,2022-09-17,4,5399.48
487,293,121,2020-01-05,3,708.09
488,371,67,2022-02-08,3,2839.05
489,244,286,2021-05-28,6,6766.68
490,580,285,2022-09-12,6,9660.06
491,726,84,2022-11-26,6,8627.16
492,218,324,2023-03-07,9,3942.2699999999995
493,177,14,2021-12-31,5,9010.95
494,299,365,2023-01-02,7,8676.57
495,676,180,2020-04-08,9,9346.41
496,58,39,2020-05-31,9,14162.22
497,269,277,2022-11-13,3,4930.200000000001
498,308,327,2020-12-16,1,247.68
499,570,6,2023-07-07,6,4372.74
500,288,183,2020-02-09,8,13438.88
501,977,40,2023-11-22,1,1177.68
502,105,198,2023-02-13,1,1068.89
503,228,153,2020-01-27,9,3525.12
504,247,388,2021-10-07,5,2088.25
505,700,252,2023-07-17,6,3506.6400000000003
506,494,229,2021-09-11,9,3386.5199999999995
507,83,473,2022-02-28,2,2772.02
508,186,466,2021-03-08,5,1805.05
509,252,418,2021-01-21,6,8872.98
510,355,89,2020-05-07,4,4829.76
511,750,22,2020-12-01,6,3185.2799999999997
512,872,312,2022-08-26,1,183.29
513,696,302,2021-11-19,7,9550.38
514,796,120,2022-05-13,5,7356.4
515,897,184,2023-06-03,1,697.77
516,938,206,2022-03-03,1,1472.22
517,210,485,2021-12-31,4,7327.56
518,816,459,2023-11-10,4,4030.56
519,808,411,2021-06-17,8,614.4
520,609,90,2021-07-31,6,1155.06
521,447,116,2020-10-30,9,11583.09
522,460,163,2020-06-29,5,3692.25
523,968,400,2020-04-28,2,2921.44
524,472,500,2022-08-07,7,12072.13
525,720,104,2021-07-04,8,4258.48
526,370,148,2021-06-05,8,1988.16
527,900,271,2023-06-25,9,650.43
528,934,462,2022-02-18,9,13865.94
529,492,110,2022-07-21,2,2045.7
530,923,200,2023-08-18,5,9737.5
531,137,280,2022-02-23,3,452.25
532,367,446,2021-01-21,5,7128.25
533,912,225,2020-12-06,4,5355.92
534,184,80,2020-07-05,2,3846.44
535,588,475,2022-01-21,9,5525.28
536,287,251,2021-10-28,3,5190.9
537,472,220,2021-03-04,7,11361.35
538,375,300,2021-07-06,5,9084.349999999999
539,654,142,2021-12-07,7,8049.58
540,749,73,2021-01-23,6,2747.46
541,537,366,2023-12-12,2,1320.34
542,511,205,2021-03-22,2,105.74
543,802,435,2022-05-15,5,9227.45
544,579,406,2022-05-02,1,1442.4
545,250,222,2020-05-20,5,7603.9
546,920,160,2021-08-23,6,6345.36
547,510,80,2022-02-20,9,17308.98
548,630,115,2020-09-09,2,991.84
549,73,25,2021-04-10,7,6817.509999999999
550,282,177,2022-04-08,6,1132.56
551,916,279,2022-06-17,8,15485.76
552,960,293,2022-06-17,8,13994.08
553,360,220,2021-04-24,7,11361.35
554,10,3,2021-06-13,5,3109.75
555,211,316,2021-11-02,9,12479.579999999998
556,835,315,2022-03-22,6,5363.4
557,152,407,2020-12-14,7,1597.47
558,5,33,2023-10-14,3,592.29
559,195,182,2020-10-19,7,11418.470000000001
560,954,39,2020-04-08,3,4720.74
561,283,153,2020-10-09,2,783.36
562,464,63,2023-08-12,9,12377.34
563,113,89,2021-10-25,9,10866.960000000001
564,271,103,2021-03-15,9,13056.75
565,163,341,2022-09-21,5,3628.6000000000004
566,460,187,2020-08-19,6,7959.42
567,105,159,2020-05-13,7,8268.19
568,693,49,2021-03-30,9,5548.32
569,556,222,2020-07-24,1,1520.78
570,282,359,2022-11-06,8,4571.44
571,687,493,2022-08-14,2,1631.64
572,162,188,2022-01-15,8,2764.88
573,983,253,2020-02-13,7,11366.529999999999
574,351,365,2021-09-29,4,4958.04
575,434,490,2023-05-06,4,7540.76
576,852,192,2023-11-11,4,3516.76
577,140,244,2023-08-11,4,6654.56
578,471,482,2023-12-13,5,8328.4
579,132,422,2023-05-02,9,17148.690000000002
580,87,71,2023-09-24,9,3358.89
581,688,347,2023-06-11,8,4884.4
582,183,77,2022-09-09,1,1596.63
583,368,221,2023-03-14,6,11822.82
584,129,343,2022-02-15,2,1130.68
585,246,264,2023-03-06,6,4752.0599999999995
586,601,469,2022-02-15,2,824.02
587,578,269,2021-06-07,2,198.26
588,670,282,2022-04-14,5,7254.95
589,899,491,2021-05-26,4,7035.28
590,378,394,2020-08-07,7,1614.3400000000001
591,149,221,2022-09-19,9,17734.23
592,985,91,2022-07-06,9,11372.13
593,852,56,2020-08-16,1,1280.3
594,433,388,2020-06-06,4,1670.6
595,628,106,2020-12-01,4,5399.48
596,726,287,2021-05-14,2,1646.56
597,469,273,2022-01-08,6,11652.0
598,446,392,2020-03-05,1,66.22
599,481,436,2021-12-27,1,1189.68
600,884,293,2023-04-03,2,3498.52
601,294,381,2020-09-16,4,320.08
602,765,404,2020-09-22,8,10347.92
603,143,47,2022-03-05,4,2892.48
604,250,458,2020-04-20,8,1276.32
605,878,307,2020-09-14,7,5167.889999999999
606,948,114,2021-07-20,3,5568.24
607,975,58,2021-08-02,5,1559.1999999999998
608,302,44,2021-02-27,6,4841.5199999999995
609,25,354,2021-10-09,5,3148.6000000000004
610,789,231,2020-09-27,7,8318.519999999999
611,984,267,2022-12-20,7,10375.19
612,889,495,2023-03-04,2,2062.22
613,890,12,2021-01-15,8,13614.16
614,901,394,2022-01-19,2,461.24
615,70,205,2021-04-22,2,105.74
616,625,54,2022-05-26,5,1686.2
617,875,34,2021-10-25,8,6104.64
618,112,248,2020-01-20,9,16613.46
619,364,414,2021-07-20,5,2890.3500000000004
620,303,399,2020-01-05,9,8073.81
621,471,136,2021-06-02,9,16568.37
622,964,230,2022-01-31,9,14150.07
623,91,356,2023-05-10,8,9745.12
624,530,424,2023-01-05,6,9719.58
625,661,500,2020-01-21,7,12072.13
626,988,278,2022-10-23,4,4462.16
627,739,261,2021-11-23,6,6876.24
628,726,480,2021-09-28,4,2983.72
629,872,20,2021-07-18,8,1424.8
630,663,215,2022-04-10,9,12956.49
631,192,232,2021-03-13,1,1906.83
632,963,494,2022-12-31,1,1129.07
633,552,118,2023-07-27,4,2709.04
634,242,49,2022-08-31,8,4931.84
635,138,119,2022-06-20,1,1703.68
636,345,436,2022-09-10,9,10707.12
637,180,450,2022-03-04,8,15006.0
638,712,147,2021-02-21,8,14724.56
639,503,218,2020-02-13,6,4639.9800000000005
640,203,228,2020-12-27,4,5732.72
641,573,398,2021-09-01,8,4435.92
642,192,263,2021-12-17,9,9159.300000000001
643,5,441,2020-03-07,4,5398.4
644,890,336,2020-01-05,9,2438.46
645,237,10,2021-04-14,1,1310.59
646,693,363,2021-04-19,1,1368.25
647,311,150,2020-08-03,4,1922.64
648,549,218,2022-03-17,9,6959.97
649,56,133,2021-01-02,1,774.86
650,443,204,2023-07-11,7,3495.17
651,237,472,2023-05-04,2,3275.1
652,870,24,2021-02-23,5,7537.6
653,861,143,2022-12-29,4,2996.92
654,197,344,2022-04-16,7,3152.7999999999997
655,585,216,2023-03-03,5,8213.6
656,571,234,2020-05-09,5,2836.95
657,752,410,2020-09-13,8,11924.08
658,514,55,2023-09-03,8,522.32
659,449,354,2021-06-24,6,3778.32
660,360,402,2020-03-27,2,2398.88
661,700,171,2022-01-16,5,2245.65
662,819,485,2023-07-06,3,5495.67
663,30,390,2023-02-12,7,13686.12
664,779,173,2022-09-22,4,1651.88
665,988,281,2022-11-11,4,4137.4
666,108,465,2023-11-03,5,2787.3
667,844,144,2020-01-08,4,5321.72
668,935,439,2020-01-22,9,6916.32
669,602,247,2020-03-17,5,4751.75
670,717,440,2022-03-07,9,16163.28
671,891,29,2020-03-20,5,7905.599999999999
672,968,320,2023-08-06,6,11350.02
673,959,385,2020-10-15,4,7669.12
674,960,124,2021-08-12,8,7901.92
675,445,173,2022-10-04,9,3716.7300000000005
676,893,234,2022-07-07,7,3971.73
677,438,365,2021-02-02,8,9916.08
678,732,468,2023-07-28,8,1499.68
679,890,26,2021-09-24,6,976.8000000000001
680,606,85,2023-03-09,7,13742.61
681,457,50,2021-12-04,6,5798.88
682,615,498,2020-01-19,3,4110.09
